push,1,974,300,,
pop,0,974,600,push,2517.182783
push,1,6938,200,pop,8815.295137
push,2,554,600,peek,144.468362
pop,1,554,500,,
peek,1,70,200,,
push,2,3421,500,,
push,3,6778,200,,
push,4,2710,800,,
push,5,740,1500,,
pop,4,740,1500,,
push,5,242,800,,
push,6,7205,200,,
pop,5,242,1800,,
push,6,369,800,,
pop,5,369,1500,,
push,6,6874,200,,
peek,6,54,200,,
push,7,1547,700,,
pop,6,1547,1300,,
pop,5,2710,1600,,
push,6,2807,1000,,
push,7,4627,200,,
peek,7,6,100,,
pop,6,2807,1400,,
peek,6,89,200,,
push,7,5549,200,,
pop,6,3421,1400,,
peek,6,32,100,,
push,7,7016,200,,
peek,7,32,200,,
push,8,5608,900,,
push,9,7849,800,,
push,10,1978,1100,,
push,11,9568,200,,
peek,11,86,100,,
peek,11,86,100,,
push,12,8508,200,,
pop,11,1978,2800,,
push,12,9554,200,,
pop,11,4627,1900,,
peek,11,94,200,,
peek,11,94,200,,
pop,10,5549,2500,,
pop,9,5608,1700,,
pop,8,6778,2000,,
pop,7,6874,1800,,
push,8,2626,1100,,
peek,8,75,200,,
pop,7,2626,1900,,
push,8,2308,1200,,
push,9,5626,900,,
peek,9,78,100,,
push,10,2431,900,,
push,11,7768,200,,
push,12,847,1100,,
pop,11,847,1800,,
push,12,4061,900,,
peek,12,78,100,,
pop,11,2308,2500,,
peek,11,93,200,,
push,12,1066,1100,,
peek,12,74,100,,
push,13,663,1100,,
push,14,4796,600,,
peek,14,57,200,,
push,15,8546,100,,
push,16,7533,600,,
push,17,6836,1400,,
pop,16,663,2500,,
push,17,5550,1300,,
push,18,7643,200,,
push,19,2522,1200,,
pop,18,1066,2600,,
push,19,8633,200,,
push,20,9057,600,,
pop,19,2431,3200,,
peek,19,29,100,,
peek,19,29,100,,
pop,18,2522,2600,,
push,19,8279,200,,
push,20,6860,900,,
push,21,1733,1500,,
peek,21,81,200,,
peek,21,81,200,,
pop,20,1733,2800,,
peek,20,27,100,,
push,21,5357,1200,,
peek,21,27,100,,
peek,21,27,100,,
pop,20,4061,2400,,
push,21,1889,1400,,
push,22,4231,1200,,
peek,22,68,100,,
push,23,4093,1200,,
peek,23,68,100,,
peek,23,68,300,,
push,24,2886,1200,,
peek,24,68,200,,
push,25,9799,200,,
push,26,6943,900,,
pop,25,1889,2500,,
peek,25,69,100,,
push,26,7356,600,,
push,27,7274,500,,
push,28,2619,1400,,
push,29,4398,900,,
pop,28,2619,2800,,
push,29,6519,800,,
push,30,3077,1300,,
push,31,5409,500,,
peek,31,69,200,,
peek,31,69,200,,
pop,30,2886,2800,,
peek,30,89,100,,
pop,29,3077,3200,,
pop,28,4093,3000,,
push,29,6224,500,,
push,30,6108,600,,
peek,30,50,100,,
pop,29,4231,2500,,
peek,29,95,100,,
pop,28,4398,3300,,
push,29,5248,1200,,
push,30,914,1400,,
pop,29,914,2500,,
push,30,3183,1500,,
pop,29,3183,2400,,
push,30,4140,1500,,
pop,29,4140,2500,,
push,30,1770,1600,,
pop,29,1770,2500,,
peek,29,13,200,,
pop,28,4796,2700,,
push,29,298,1500,,
pop,28,298,2800,,
pop,27,5248,3200,,
push,28,739,1600,,
push,29,788,1200,,
pop,28,739,2800,,
push,29,2843,1200,,
push,30,1410,1300,,
push,31,1808,900,,
push,32,4309,1500,,
pop,31,788,3200,,
pop,30,1410,3100,,
push,31,2191,1300,,
pop,30,1808,2700,,
pop,29,2191,4700,,
push,30,5992,500,,
push,31,2473,1500,,
push,32,189,1800,,
push,33,2740,1700,,
push,34,4756,500,,
peek,34,52,200,,
peek,34,52,100,,
pop,33,189,3400,,
peek,33,83,200,,
pop,32,2473,3400,,
pop,31,2740,3200,,
push,32,7689,200,,
push,33,6992,200,,
push,34,4640,1300,,
push,35,760,1700,,
push,36,7368,900,,
push,37,2590,1800,,
push,38,1542,1500,,
peek,38,21,200,,
pop,37,760,3200,,
push,38,2497,1500,,
peek,38,36,200,,
push,39,9055,100,,
peek,39,36,200,,
peek,39,36,200,,
push,40,8284,500,,
peek,40,36,200,,
push,41,1083,1800,,
push,42,2423,1300,,
peek,42,81,100,,
peek,42,81,100,,
push,43,5631,500,,
peek,43,81,100,,
push,44,426,2000,,
pop,43,426,3100,,
push,44,4196,900,,
pop,43,1083,3900,,
push,44,474,1800,,
push,45,8773,200,,
pop,44,474,3600,,
peek,44,36,200,,
peek,44,36,100,,
pop,43,1542,3300,,
peek,43,96,200,,
pop,42,2423,3800,,
push,43,8337,200,,
peek,43,77,100,,
pop,42,2497,3900,,
push,43,8539,200,,
pop,42,2590,3500,,
pop,41,2843,3800,,
peek,41,5,100,,
push,42,3052,1800,,
push,43,7863,200,,
pop,42,3052,3400,,
push,43,2110,1700,,
push,44,7064,800,,
push,45,796,1800,,
push,46,546,1900,,
pop,45,546,3200,,
peek,45,80,100,,
push,46,5128,500,,
peek,46,80,100,,
push,47,7279,200,,
push,48,2896,3000,,
push,49,5638,900,,
pop,48,796,3700,,
push,49,5775,600,,
pop,48,2110,3600,,
push,49,4822,1600,,
push,50,861,1800,,
pop,49,861,3200,,
push,50,44,1700,,
peek,50,97,100,,
push,51,7852,200,,
pop,50,44,3500,,
push,51,9657,300,,
pop,50,2896,4000,,
peek,50,5,100,,
peek,50,5,200,,
pop,49,4196,3800,,
peek,49,5,100,,
pop,48,4309,3900,,
push,49,9512,300,,
push,50,2317,1800,,
peek,50,38,100,,
pop,49,2317,3300,,
push,50,2573,2100,,
push,51,2370,1900,,
push,52,2234,1800,,
pop,51,2234,3300,,
push,52,1195,1800,,
pop,51,1195,3300,,
pop,50,2370,3400,,
peek,50,95,200,,
pop,49,2573,3200,,
push,50,5392,800,,
push,51,708,1800,,
peek,51,79,100,,
push,52,9692,200,,
peek,52,79,100,,
push,53,2296,1600,,
peek,53,79,100,,
push,54,5447,600,,
push,55,3241,1200,,
peek,55,79,100,,
peek,55,79,300,,
peek,55,79,200,,
push,56,7377,200,,
peek,56,79,100,,
push,57,7389,300,,
push,58,2299,1300,,
pop,57,708,3200,,
peek,57,58,200,,
push,58,4753,1300,,
peek,58,58,100,,
push,59,1115,1800,,
peek,59,62,200,,
push,60,437,1800,,
push,61,8982,200,,
push,62,9728,200,,
push,63,9644,200,,
pop,62,437,4000,,
pop,61,1115,3900,,
push,62,4570,1200,,
push,63,3600,1200,,
push,64,2103,2100,,
push,65,8845,1100,,
pop,64,2103,4300,,
pop,63,2296,4000,,
pop,62,2299,3400,,
push,63,6899,200,,
push,64,3507,1900,,
push,65,1383,2100,,
push,66,5085,800,,
pop,65,1383,4000,,
push,66,6519,600,,
push,67,4354,1600,,
push,68,3518,1600,,
push,69,1262,2100,,
pop,68,1262,4100,,
push,69,1964,2100,,
push,70,582,2200,,
push,71,3330,1400,,
push,72,7338,1200,,
push,73,2283,1500,,
peek,73,15,200,,
push,74,204,2100,,
pop,73,204,3900,,
push,74,2904,1200,,
push,75,1366,1900,,
push,76,128,2200,,
push,77,7979,600,,
push,78,9771,200,,
pop,77,128,4600,,
pop,76,582,4600,,
push,77,6130,900,,
peek,77,87,100,,
push,78,1714,1900,,
peek,78,87,200,,
pop,77,1366,4000,,
pop,76,1714,4400,,
push,77,5695,900,,
pop,76,1964,4100,,
push,77,111,2100,,
pop,76,111,4300,,
push,77,5286,1200,,
peek,77,79,100,,
peek,77,79,200,,
push,78,1,2100,,
push,79,5374,500,,
pop,78,1,4100,,
push,79,3055,1600,,
push,80,2029,2300,,
push,81,7713,200,,
pop,80,2029,4100,,
pop,79,2283,4500,,
peek,79,68,100,,
push,80,7668,600,,
push,81,5416,1300,,
push,82,7761,500,,
pop,81,2904,4700,,
pop,80,3055,4300,,
push,81,2691,2100,,
pop,80,2691,4100,,
pop,79,3241,4700,,
push,80,7350,200,,
push,81,5255,1200,,
peek,81,1,100,,
push,82,2583,2100,,
peek,82,87,100,,
push,83,3817,1300,,
push,84,3455,1600,,
peek,84,87,100,,
push,85,9630,200,,
push,86,2513,2200,,
peek,86,35,100,,
peek,86,35,200,,
push,87,5194,200,,
peek,87,35,200,,
pop,86,2513,4200,,
push,87,5008,600,,
push,88,7928,900,,
peek,88,87,100,,
pop,87,2583,4600,,
push,88,2705,2100,,
push,89,7204,600,,
push,90,2387,2100,,
pop,89,2387,4000,,
peek,89,62,200,,
peek,89,62,100,,
push,90,8938,600,,
peek,90,62,100,,
pop,89,2705,4600,,
pop,88,3330,4600,,
pop,87,3455,4700,,
peek,87,73,100,,
pop,86,3507,4600,,
push,87,2922,2100,,
peek,87,82,200,,
pop,86,2922,4000,,
push,87,6615,700,,
peek,87,96,100,,
push,88,5998,1200,,
push,89,5689,1300,,
peek,89,96,100,,
pop,88,3518,3900,,
push,89,7575,200,,
pop,88,3600,4600,,
pop,87,3817,4700,,
push,88,2784,2100,,
pop,87,2784,3900,,
peek,87,34,100,,
pop,86,4354,3800,,
push,87,9108,200,,
push,88,5912,1000,,
pop,87,4570,3800,,
push,88,6226,300,,
push,89,2344,2100,,
push,90,1996,2100,,
push,91,1587,2100,,
pop,90,1587,4100,,
pop,89,1996,4000,,
push,90,6987,600,,
push,91,7741,300,,
push,92,1450,2200,,
push,93,3568,1600,,
pop,92,1450,4100,,
pop,91,2344,3900,,
peek,91,94,200,,
peek,91,94,100,,
push,92,5706,1100,,
peek,92,94,100,,
push,93,9598,300,,
push,94,4080,1900,,
push,95,818,2100,,
push,96,838,2000,,
peek,96,28,200,,
push,97,1583,1600,,
push,98,3704,1200,,
peek,98,28,100,,
push,99,4288,900,,
pop,98,818,4200,,
pop,97,838,3800,,
push,98,5716,500,,
peek,98,26,100,,
push,99,9786,200,,
push,100,1063,2100,,
pop,99,1063,3900,,
push,100,2598,1900,,
push,101,1910,2000,,
push,102,2737,1200,,
pop,101,1583,3800,,
push,102,3725,900,,
push,103,7312,500,,
push,104,8977,600,,
pop,103,1910,4600,,
push,104,440,2100,,
peek,104,87,200,,
pop,103,440,4100,,
push,104,741,2100,,
push,105,6503,600,,
push,106,4245,900,,
push,107,2434,1900,,
push,108,7462,600,,
push,109,1813,3000,,
peek,109,66,200,,
push,110,2925,500,,
pop,109,741,4100,,
pop,108,1813,4100,,
push,109,9937,200,,
push,110,1067,2200,,
push,111,6094,600,,
peek,111,34,100,,
push,112,2503,1600,,
push,113,1444,1900,,
push,114,7020,500,,
peek,114,34,100,,
peek,114,34,100,,
push,115,4495,900,,
pop,114,1067,4200,,
pop,113,1444,4600,,
push,114,2932,1600,,
push,115,969,2200,,
push,116,9280,200,,
pop,115,969,4600,,
pop,114,2434,4500,,
push,115,3063,1300,,
peek,115,15,100,,
pop,114,2503,4600,,
push,115,4536,500,,
pop,114,2598,3800,,
pop,113,2737,3800,,
pop,112,2925,4300,,
pop,111,2932,4600,,
push,112,3519,2000,,
pop,111,3063,3900,,
peek,111,2,200,,
push,112,2955,2200,,
push,113,4856,600,,
peek,113,40,200,,
pop,112,2955,4200,,
pop,111,3519,4700,,
pop,110,3568,4600,,
pop,109,3704,4500,,
push,110,839,2200,,
pop,109,839,4000,,
push,110,9986,200,,
push,111,6261,500,,
peek,111,7,200,,
peek,111,7,100,,
pop,110,3725,4500,,
pop,109,4080,4500,,
pop,108,4245,4000,,
push,109,9004,200,,
push,110,7100,200,,
push,111,1552,2100,,
push,112,4167,1900,,
pop,111,1552,3900,,
peek,111,75,100,,
pop,110,4167,4200,,
peek,110,20,100,,
pop,109,4288,3800,,
pop,108,4495,4400,,
push,109,1142,2100,,
push,110,7106,200,,
pop,109,1142,4500,,
peek,109,87,100,,
push,110,3406,2100,,
push,111,5458,500,,
push,112,7964,600,,
pop,111,3406,4600,,
push,112,331,2100,,
pop,111,331,4000,,
peek,111,87,200,,
push,112,455,2100,,
push,113,2326,1900,,
push,114,7544,300,,
push,115,4890,600,,
push,116,1230,1900,,
pop,115,455,3900,,
peek,115,51,200,,
push,116,2841,1500,,
push,117,3974,1300,,
peek,117,51,100,,
pop,116,1230,4300,,
push,117,1972,2100,,
pop,116,1972,4100,,
push,117,103,2100,,
push,118,7007,600,,
peek,118,56,100,,
push,119,8716,200,,
pop,118,103,4700,,
pop,117,2326,3800,,
pop,116,2841,4500,,
peek,116,39,100,,
pop,115,3974,4700,,
push,116,2571,2100,,
push,117,4018,1900,,
push,118,4005,1900,,
pop,117,2571,3900,,
push,118,1241,2100,,
push,119,4314,1200,,
pop,118,1241,4100,,
push,119,7858,200,,
push,120,7163,500,,
push,121,1201,2100,,
push,122,9265,200,,
peek,122,17,100,,
pop,121,1201,4600,,
pop,120,4005,4700,,
push,121,5135,1300,,
push,122,1450,2100,,
peek,122,30,100,,
pop,121,1450,3900,,
pop,120,4018,4500,,
push,121,6907,200,,
peek,121,28,200,,
pop,120,4314,3800,,
push,121,9045,200,,
