Scitanie,10,100,60900
Scitanie,10,110,50000
Scitanie,10,120,33800
Scitanie,10,130,36600
Scitanie,10,140,42400
Scitanie,10,150,46000
Scitanie,10,160,44900
Scitanie,10,170,47400
Scitanie,10,180,68400
Scitanie,10,190,53900
Scitanie,10,200,62600
Scitanie,10,210,58300
Scitanie,10,220,64700
Scitanie,10,230,63600
Scitanie,10,240,76700
Scitanie,10,250,69400
Scitanie,10,260,72700
Scitanie,10,270,74900
Scitanie,10,280,83000
Scitanie,10,290,80300
Scitanie,10,300,87500
Scitanie,10,310,86300
Scitanie,10,320,96000
Scitanie,10,330,91400
Scitanie,10,340,95500
Scitanie,10,350,97100
Scitanie,10,360,113800
Scitanie,10,370,102700
Scitanie,10,380,111500
Scitanie,10,390,108400
Scitanie,10,400,114100
Scitanie,10,410,114500
Scitanie,10,420,117700
Scitanie,10,430,120300
Scitanie,10,440,123200
Scitanie,10,450,125000
Scitanie,10,460,130400
Scitanie,10,470,135700
Scitanie,10,480,150000
Scitanie,10,490,135800
Scitanie,10,500,147900
Scitanie,10,510,139800
Scitanie,10,520,162400
Scitanie,10,530,146400
Scitanie,10,540,189100
Scitanie,10,550,154500
Scitanie,10,560,174100
Scitanie,10,570,212800
Scitanie,10,580,164600
Scitanie,10,590,161400
Scitanie,10,600,165700
Scitanie,10,610,167500
Scitanie,10,620,178500
Scitanie,10,630,176700
Scitanie,10,640,192700
Scitanie,10,650,186200
Scitanie,10,660,185300
Scitanie,10,670,183400
Scitanie,10,680,209400
Scitanie,10,690,191500
Scitanie,10,700,219000
Scitanie,10,710,197500
Scitanie,10,720,218800
Scitanie,10,730,202900
Scitanie,10,740,207300
Scitanie,10,750,208000
Scitanie,10,760,240000
Scitanie,10,770,213700
Scitanie,10,780,225600
Scitanie,10,790,218700
Scitanie,10,800,247600
Scitanie,10,810,224500
Scitanie,10,820,230300
Scitanie,10,830,232000
Scitanie,10,840,254200
Scitanie,10,850,238100
Scitanie,10,860,241900
Scitanie,10,870,248500
Scitanie,10,880,250200
Scitanie,10,890,252400
Scitanie,10,900,255300
Scitanie,10,910,254500
Scitanie,10,920,255800
Scitanie,10,930,254500
Scitanie,10,940,305000
Scitanie,10,950,265400
Scitanie,10,960,283900
Scitanie,10,970,269700
Scitanie,10,980,319200
Scitanie,10,990,273900
Scitanie,10,1000,279500
Scitanie,10,1010,279300
Scitanie,10,1020,304300
Scitanie,10,1030,289300
Scitanie,10,1040,288500
Scitanie,10,1050,291300
Scitanie,10,1060,343600
Scitanie,10,1070,300900
Scitanie,10,1080,309500
Scitanie,10,1090,302900
Scitanie,10,1100,308600
Scitanie,10,1110,308200
Scitanie,10,1120,312900
Scitanie,10,1130,342300
Scitanie,10,1140,383700
Scitanie,10,1150,328100
Scitanie,10,1160,633800
Scitanie,10,1170,338400
Scitanie,10,1180,326500
Scitanie,10,1190,329500
Scitanie,10,1200,410200
Scitanie,10,1210,332700
Scitanie,10,1220,339500
Scitanie,10,1230,345400
Scitanie,10,1240,357900
Scitanie,10,1250,343600
Scitanie,10,1260,404200
Scitanie,10,1270,358700
Scitanie,10,1280,359900
Scitanie,10,1290,358700
Scitanie,10,1300,404100
Scitanie,10,1310,364500
Scitanie,10,1320,408200
Scitanie,10,1330,384600
Scitanie,10,1340,374400
Scitanie,10,1350,377900
Scitanie,10,1360,403500
Scitanie,10,1370,378200
Scitanie,10,1380,387000
Scitanie,10,1390,380300
Scitanie,10,1400,393900
Scitanie,10,1410,397800
Scitanie,10,1420,403200
Scitanie,10,1430,398000
Scitanie,10,1440,404000
Scitanie,10,1450,406700
Scitanie,10,1460,620200
Scitanie,10,1470,642000
Scitanie,10,1480,793000
Scitanie,10,1490,416000
Scitanie,10,1500,430700
Scitanie,10,1510,422100
Scitanie,10,1520,421100
Scitanie,10,1530,418200
Scitanie,10,1540,476800
Scitanie,10,1550,432500
Scitanie,10,1560,446500
Scitanie,10,1570,437100
Scitanie,10,1580,452100
Scitanie,10,1590,434300
Scitanie,10,1600,584800
Scitanie,10,1610,507300
Scitanie,10,1620,590400
Scitanie,10,1630,451700
Scitanie,10,1640,452500
Scitanie,10,1650,494000
Scitanie,10,1660,548700
Scitanie,10,1670,464600
Scitanie,10,1680,479000
Scitanie,10,1690,471000
Scitanie,10,1700,482900
Scitanie,10,1710,479300
Scitanie,10,1720,486100
Scitanie,10,1730,481000
Scitanie,10,1740,513100
Scitanie,10,1750,486900
Scitanie,10,1760,502300
Scitanie,10,1770,492000
Scitanie,10,1780,519800
Scitanie,10,1790,488900
Scitanie,10,1800,504200
Scitanie,10,1810,509600
Scitanie,10,1820,564600
Scitanie,10,1830,506600
Scitanie,10,1840,532100
Scitanie,10,1850,512800
Scitanie,10,1860,563900
Scitanie,10,1870,524500
Scitanie,10,1880,526600
Scitanie,10,1890,525500
Scitanie,10,1900,573900
Scitanie,10,1910,532700
Scitanie,10,1920,538100
Scitanie,10,1930,543400
Scitanie,10,1940,662300
Scitanie,10,1950,901000
Scitanie,10,1960,580500
Scitanie,10,1970,539400
Scitanie,10,1980,547200
Scitanie,10,1990,550800
Scitanie,10,2000,564100
